text,label
"The vacuum cleaner is low quality, completely unusable.",0
"This course failed to meet even basic expectations, worst purchase I've made.",0
"The headphones is low quality, nothing works properly.",0
"The watch is exactly what I hoped for, it works perfectly every time.",2
"This blender is amazing, best purchase I've made this year.",2
"The car was really great, absolutely fantastic experience.",2
"The customer support matched the description, nothing special about it.",1
"This course platform exceeded my expectations, totally worth every penny.",2
"The vacuum cleaner didn't work at all, worst purchase I've made.",0
"This course stopped working after one day, and a complete waste of money.",0
"The monitor arrived as ordered, standard packaging and delivery.",1
"This jacket arrived damaged, not worth the price at all.",0
"I'm impressed by this blender, exactly what I needed.",2
"The camera is exactly what I hoped for, it works perfectly every time.",2
"The quality of the watch is poor, total failure, do not buy.",0
"The printer stopped working after one day, I regret this purchase.",0
"This movie is amazing, it works perfectly every time.",2
"The headphones works fine for basic needs, no complaints or praise really.",1
"This umbrella is an average option, nothing special about it.",1
"The keyboard works fine for basic needs, standard packaging and delivery.",1
"This product is amazing, totally worth every penny.",2
"The price of the keyboard is reasonable, standard packaging and delivery.",1
"This product is low quality, I regret this purchase.",0
"This product has excellent quality, and I'm very satisfied.",2
"This course works fine for basic needs, nothing special about it.",1
"The printer arrived as ordered, meets basic requirements.",1
"I'm frustrated with the delivery, worst purchase I've made.",0
"I received this chair on time, it's just average.",1
"The watch matched the description, average performance overall.",1
"This jacket is useless, very unsatisfied overall.",0
"This game stopped working after one day, very unsatisfied overall.",0
"This game exceeded my expectations, best purchase I've made this year.",2
"The package is neither impressive nor bad, it's just average.",1
"The watch works like a charm, best purchase I've made this year.",2
"The router is low quality, very unsatisfied overall.",0
"This jacket is a decent choice, for what it offers.",1
"This charger made everything so much easier, and I'm very satisfied.",2
"This book is a decent choice, nothing more nothing less.",1
"The monitor is similar to other options, nothing special about it.",1
"The printer is amazing, couldn't be happier with the result.",2
"The headphones does the job, standard packaging and delivery.",1
"I love this course, couldn't be happier with the result.",2
"I can't stop recommending the restaurant, it's outstanding overall.",2
"This game failed to meet even basic expectations, nothing works properly.",0
"I received the car on time, nothing special about it.",1
"The delivery works like a charm, absolutely fantastic experience.",2
"The printer is awful, very unsatisfied overall.",0
"This online store is an average option, nothing special about it.",1
"This tool performs adequately, meets basic requirements.",1
"I had a horrible experience with the monitor, and a complete waste of money.",0
"The service didn't work at all, and a complete waste of money.",0
"This tool is amazing, I'm extremely pleased with it.",2
"This course was terrible, I regret this purchase.",0
"The monitor performs adequately, no surprises here.",1
"I'm impressed by the monitor, totally worth every penny.",2
"The package was late and broken, very upsetting experience.",0
"This tablet is useless, very unsatisfied overall.",0
"This jacket stopped working after one day, completely unusable.",0
"This laptop is amazing, it works perfectly every time.",2
"The keyboard is okay, meets basic requirements.",1
"The vacuum cleaner is awful, very upsetting experience.",0
"I can't stop recommending the vacuum cleaner, totally worth every penny.",2
"This umbrella was really great, I'm extremely pleased with it.",2
"The watch works as expected, meets basic requirements.",1
"The printer is useless, and a complete waste of money.",0
"This chair stopped working after one day, support ignored me completely.",0
